index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
2448.0,2012-11-28,brun,36.0,13.0,33600.0,F,master,forage,79.07,non,0
2449.0,2011-10-20,brun,35.0,12.0,35627.0,M,master,geologie,78.81,oui,1
2450.0,2014-06-11,brun,36.0,12.0,29935.0,M,master,forage,75.29,non,1
2451.0,2014-05-23,blond,39.0,8.0,40112.0,M,licence,forage,46.4,non,0
2452.0,2011-06-25,chatain,26.0,10.0,28020.0,F,licence,geologie,89.41,non,0
2453.0,2013-10-05,blond,27.0,12.0,31838.0,M,licence,geologie,82.52,non,0
2454.0,2012-09-04,blond,43.0,14.0,30749.0,M,master,geologie,61.73,non,0
2455.0,2012-12-26,blond,25.0,6.0,35529.0,M,licence,forage,70.37,non,0
2456.0,2013-10-07,brun,22.0,9.0,31307.0,M,licence,geologie,70.11,non,0
2457.0,2012-04-14,brun,28.0,8.0,33181.0,F,licence,geologie,56.84,non,0
2458.0,2010-01-22,blond,21.0,12.0,29816.0,M,master,geologie,87.75,non,0
2459.0,2010-04-18,blond,35.0,7.0,35573.0,F,bac,forage,60.11,non,0
2460.0,2012-08-25,roux,56.0,5.0,27404.0,F,licence,geologie,87.54,non,0
2461.0,2014-10-09,roux,15.0,12.0,32785.0,F,bac,detective,48.99,non,0
2462.0,2014-10-31,brun,31.0,8.0,39300.0,M,licence,forage,50.59,non,0
2463.0,2012-07-20,roux,46.0,6.0,39021.0,M,bac,geologie,58.94,non,0
2464.0,2011-04-08,brun,38.0,10.0,45786.0,F,licence,archeologie,63.6,oui,0
2465.0,2014-09-11,chatain,45.0,8.0,36540.0,M,licence,geologie,51.85,non,0
2466.0,2012-01-19,blond,43.0,6.0,33492.0,M,licence,geologie,58.3,non,0
2467.0,2014-06-22,brun,34.0,12.0,34144.0,F,master,geologie,87.93,non,0
2468.0,2014-06-10,chatain,46.0,8.0,36488.0,M,master,geologie,79.81,non,0
2469.0,2010-06-25,blond,49.0,8.0,36634.0,M,licence,geologie,71.66,non,0
2470.0,2011-05-28,blond,29.0,7.0,37417.0,M,licence,geologie,64.77,non,0
2471.0,2014-12-11,blond,45.0,9.0,40261.0,M,licence,geologie,47.51,oui,1
2472.0,2012-06-07,chatain,31.0,13.0,33695.0,F,master,geologie,65.42,non,1
2473.0,2013-03-11,roux,22.0,9.0,32349.0,M,bac,geologie,85.56,non,0
2474.0,2011-12-17,blond,35.0,8.0,43044.0,M,licence,geologie,54.72,non,0
2475.0,2010-03-23,brun,17.0,9.0,36233.0,M,licence,geologie,75.39,non,0
2476.0,2010-05-02,brun,47.0,8.0,30507.0,F,doctorat,forage,86.34,oui,0
2477.0,2012-02-16,chatain,44.0,9.0,31376.0,F,licence,forage,58.84,non,1
2478.0,2011-09-29,roux,41.0,12.0,36704.0,M,master,geologie,63.64,oui,1
2479.0,2012-01-23,chatain,24.0,15.0,36902.0,F,licence,detective,72.9,non,0
2480.0,2010-06-10,chatain,33.0,11.0,36080.0,F,master,forage,87.75,oui,0
2481.0,2014-02-11,blond,27.0,12.0,29492.0,M,master,detective,69.39,non,0
2482.0,2012-08-12,blond,43.0,7.0,33179.0,F,licence,geologie,85.07,non,0
2483.0,2014-07-23,blond,39.0,8.0,28878.0,M,master,geologie,85.83,oui,0
2484.0,2013-08-05,blond,26.0,7.0,30200.0,M,licence,geologie,88.43,non,0
2485.0,2013-12-12,brun,34.0,7.0,31167.0,M,licence,geologie,47.58,non,0
2486.0,2012-05-31,roux,23.0,5.0,32568.0,M,master,detective,98.58,oui,0
2487.0,2012-07-10,brun,23.0,9.0,34957.0,M,master,geologie,79.39,oui,0
2488.0,2010-08-23,chatain,29.0,5.0,37670.0,F,licence,forage,43.65,non,0
2489.0,2013-09-28,blond,52.0,11.0,44416.0,M,bac,forage,59.85,non,0
2490.0,2014-01-30,chatain,28.0,8.0,31926.0,F,master,forage,62.52,non,1
2491.0,2014-06-23,brun,34.0,11.0,24439.0,F,master,geologie,88.59,non,0
2492.0,2013-08-25,brun,30.0,8.0,16524.0,M,doctorat,detective,42.85,oui,0
2493.0,2014-05-19,chatain,37.0,8.0,38262.0,M,master,geologie,70.11,non,0
2494.0,2013-09-28,chatain,34.0,11.0,38743.0,M,master,detective,58.52,oui,0
2495.0,,brun,29.0,10.0,31182.0,F,master,archeologie,88.93,oui,0
2496.0,2010-06-15,chatain,43.0,11.0,36805.0,F,master,geologie,65.99,non,0
2497.0,2013-10-06,brun,32.0,8.0,33391.0,F,master,geologie,86.86,non,0
2498.0,2010-12-24,blond,37.0,17.0,29951.0,F,licence,geologie,71.05,non,0
2499.0,2014-04-01,brun,23.0,8.0,36444.0,F,licence,detective,78.64000000000001,non,0
2500.0,2010-11-15,brun,33.0,10.0,31875.0,F,master,detective,76.59,oui,0
2501.0,2014-08-17,brun,27.0,8.0,26585.0,F,master,detective,84.83,non,0
2502.0,2011-08-14,roux,41.0,11.0,37999.0,M,bac,geologie,70.25,non,0
2503.0,2012-09-24,chatain,41.0,16.0,35432.0,M,doctorat,geologie,62.13,oui,0
2504.0,2013-05-10,roux,44.0,15.0,39582.0,M,master,geologie,70.09,oui,1
2505.0,2014-02-22,brun,41.0,5.0,38322.0,F,licence,geologie,86.6,non,0
2506.0,2012-10-02,chatain,33.0,11.0,37557.0,M,master,forage,77.78,oui,0
2507.0,2011-04-18,blond,20.0,14.0,35188.0,M,master,geologie,68.04,oui,0
2508.0,2013-02-07,chatain,35.0,3.0,37391.0,M,master,geologie,57.49,non,0
2509.0,2014-12-19,roux,35.0,7.0,33594.0,F,bac,detective,48.58,non,0
2510.0,2012-11-06,brun,35.0,5.0,34681.0,M,doctorat,archeologie,83.4,oui,0
2511.0,2011-02-14,blond,33.0,10.0,32405.0,F,licence,forage,87.11,non,0
2512.0,2013-12-08,brun,22.0,10.0,34160.0,F,master,forage,84.43,non,0
2513.0,2013-02-24,chatain,46.0,7.0,34219.0,M,doctorat,geologie,79.23,oui,0
2514.0,2010-12-27,chatain,41.0,8.0,31392.0,F,master,archeologie,36.87,non,1
2515.0,2014-09-27,blond,40.0,10.0,31019.0,M,licence,geologie,73.02,non,0
2516.0,2012-05-17,blond,34.0,5.0,28514.0,F,licence,geologie,77.84,non,0
2517.0,2010-09-13,brun,69.0,13.0,34598.0,F,bac,geologie,76.35,non,0
2518.0,2012-11-22,brun,35.0,15.0,28277.0,F,licence,forage,73.15,non,0
2519.0,2011-07-02,brun,44.0,14.0,26820.0,F,doctorat,geologie,77.16,oui,0
2520.0,2010-08-18,brun,21.0,11.0,30023.0,F,master,detective,85.41,oui,0
2521.0,2014-01-07,roux,24.0,9.0,34396.0,M,bac,geologie,62.72,non,0
2522.0,2011-09-17,brun,50.0,3.0,40178.0,M,bac,geologie,47.49,non,0
2523.0,2011-11-26,blond,20.0,13.0,28866.0,F,master,forage,83.09,non,0
2524.0,2014-03-08,chatain,52.0,12.0,36933.0,M,licence,archeologie,62.46,non,1
2525.0,2013-04-20,roux,37.0,12.0,27194.0,M,master,geologie,80.37,non,0
2526.0,2014-08-14,blond,29.0,10.0,35205.0,F,licence,geologie,99.0,non,0
2527.0,2011-07-15,brun,23.0,10.0,33676.0,M,licence,geologie,73.33,non,0
2528.0,2014-08-13,brun,33.0,11.4,33226.0,M,master,geologie,68.25,non,0
2529.0,2014-06-27,blond,36.0,14.0,36637.0,M,master,geologie,86.6,oui,1
2530.0,2013-06-11,roux,30.0,13.0,32218.0,F,bac,detective,93.16,non,0
2531.0,2012-03-01,brun,38.0,9.0,34959.0,F,master,forage,82.72,oui,0
2532.0,2014-12-01,blond,40.0,12.0,30972.0,M,master,geologie,88.77,non,0
2533.0,2014-03-28,blond,46.0,8.0,39334.0,F,bac,geologie,58.07,non,0
2534.0,2011-05-17,roux,34.0,5.0,37309.0,M,bac,forage,57.9,non,0
2535.0,2011-07-12,blond,26.0,4.0,32922.0,M,licence,forage,80.33,non,0
2536.0,2013-05-24,blond,57.0,9.0,35887.0,M,licence,geologie,67.71,non,0
2537.0,2014-06-14,blond,31.0,10.0,32799.0,M,master,forage,81.63,oui,0
2538.0,2011-10-29,brun,30.0,11.0,24431.0,F,master,geologie,86.66,non,0
2539.0,2013-07-04,blond,32.0,5.0,43046.0,M,master,geologie,93.76,oui,1
2540.0,2012-05-20,roux,35.0,7.0,45119.0,M,bac,archeologie,47.45,non,0
2541.0,2014-09-17,brun,41.0,11.0,32220.0,F,master,forage,91.82,oui,0
2542.0,2010-05-21,brun,40.0,6.0,22870.0,F,master,geologie,98.62,non,0
2543.0,2013-11-08,blond,64.0,19.0,38459.0,M,master,geologie,86.35,oui,1
2544.0,2013-11-28,blond,35.0,8.0,33465.0,F,master,archeologie,95.13,oui,0
2545.0,2011-03-10,brun,24.0,10.0,37834.0,M,master,detective,77.26,oui,0
2546.0,2010-12-17,brun,40.0,13.0,31455.0,F,master,detective,90.04,oui,0
2547.0,2010-06-06,brun,42.0,11.0,36446.0,M,licence,geologie,69.03,non,0
2548.0,2013-06-22,chatain,35.0,5.0,43093.0,F,licence,archeologie,62.56,non,1
2549.0,2011-03-09,chatain,40.0,8.0,36722.0,F,licence,detective,63.16,non,1
2550.0,2011-03-15,brun,28.0,12.0,36811.0,M,master,forage,91.68,oui,0
2551.0,2014-08-13,blond,32.0,13.0,42609.0,F,licence,detective,83.0,oui,0
2552.0,2012-08-16,roux,32.0,8.0,33609.0,F,bac,geologie,80.21,non,0
2553.0,2012-02-08,blond,37.0,8.0,36810.0,M,licence,geologie,69.32,non,0
2554.0,2014-09-03,chatain,32.0,15.0,40743.0,M,master,geologie,48.35,oui,0
2555.0,2013-01-09,chatain,21.0,9.0,36774.0,M,master,geologie,84.9,oui,0
2556.0,2014-09-13,chatain,12.0,8.0,33588.0,F,master,geologie,81.75,non,0
2557.0,2012-05-19,brun,47.0,8.0,33631.0,F,licence,forage,68.6,non,0
2558.0,2014-08-08,chatain,24.0,13.0,40557.0,M,master,geologie,62.58,oui,0
2559.0,2011-01-27,chatain,53.0,10.0,34117.0,M,master,geologie,55.13,non,1
2560.0,2010-10-14,brun,30.0,15.0,31543.0,F,master,forage,52.88,non,0
2561.0,2014-10-09,blond,43.0,4.0,32536.0,M,licence,geologie,71.5,non,0
2562.0,2010-07-28,blond,39.0,11.0,34670.0,M,licence,geologie,62.34,non,0
2563.0,2012-09-19,brun,28.0,10.0,33252.0,F,master,detective,94.21,non,0
2564.0,2014-09-14,chatain,22.0,5.0,27831.0,F,doctorat,geologie,87.57,non,0
2565.0,2013-10-25,brun,28.0,12.0,29234.0,F,master,geologie,97.83,non,0
2566.0,2014-03-25,blond,51.0,13.0,41888.0,M,licence,forage,64.27,non,0
2567.0,2011-03-21,blond,43.0,4.0,30891.0,M,licence,geologie,84.52,non,0
2568.0,2012-09-23,blond,46.0,17.0,26789.0,M,licence,geologie,80.25,non,0
2569.0,2011-07-07,blond,28.0,6.0,33228.0,M,licence,geologie,77.77,non,0
2570.0,2011-04-26,blond,34.0,3.0,37801.0,M,master,geologie,66.26,oui,0
2571.0,2014-10-14,blond,12.0,9.0,36467.0,M,bac,geologie,67.85,non,0
2572.0,2014-10-28,blond,31.0,10.4,25102.0,F,licence,forage,77.93,non,0
2573.0,2012-01-04,roux,4.0,6.0,41193.0,M,bac,archeologie,87.48,oui,1
2574.0,2012-09-01,blond,37.0,9.4,27452.0,M,master,forage,81.14,non,0
2575.0,2014-09-16,blond,32.0,10.0,34259.0,M,licence,geologie,72.33,non,0
2576.0,2013-06-29,brun,47.0,12.0,38576.0,M,licence,forage,77.09,oui,1
2577.0,2014-12-28,brun,38.0,13.0,37638.0,M,licence,geologie,76.55,non,0
2578.0,2014-04-08,brun,22.0,6.0,29534.0,M,master,geologie,65.95,non,0
2579.0,2010-11-30,blond,30.0,7.0,38393.0,M,licence,forage,59.02,non,0
2580.0,2010-09-14,chatain,31.0,9.0,31141.0,F,master,forage,77.67,oui,0
2581.0,2014-09-21,chatain,31.0,0.0,35757.0,M,master,detective,59.02,oui,0
2582.0,2012-05-24,brun,37.0,12.0,37372.0,M,master,geologie,78.08,oui,1
2583.0,2013-04-21,roux,24.0,8.0,39442.0,M,licence,forage,86.65,oui,0
2584.0,2010-02-02,blond,29.0,12.0,29722.0,M,master,forage,74.84,non,0
2585.0,2012-09-06,brun,44.0,19.0,35158.0,F,licence,detective,65.63,non,0
2586.0,2011-01-27,blond,36.0,5.0,38071.0,M,licence,forage,56.44,non,0
2587.0,2012-02-09,brun,28.0,11.0,35283.0,F,licence,forage,66.43,non,0
2588.0,2014-09-01,brun,41.0,10.0,29050.0,M,doctorat,geologie,83.54,oui,1
2589.0,2011-01-14,chatain,45.0,5.0,38090.0,F,master,detective,81.22,oui,0
2590.0,2011-05-02,blond,43.0,8.0,28200.0,M,doctorat,detective,85.73,oui,0
2591.0,,brun,25.0,10.0,39502.0,M,master,geologie,82.56,oui,1
2592.0,2013-01-30,chatain,35.0,8.0,38018.0,M,doctorat,forage,84.75,oui,0
2593.0,2013-04-15,blond,45.0,6.0,40559.0,M,licence,geologie,56.21,non,0
2594.0,2013-10-14,blond,36.0,11.0,27169.0,F,master,geologie,91.94,non,0
2595.0,2010-09-10,brun,45.0,14.0,38885.0,M,master,geologie,70.9,oui,0
2596.0,2012-10-30,chatain,23.0,12.0,36635.0,F,licence,forage,71.23,non,0
2597.0,2013-04-23,brun,42.0,9.0,30871.0,M,doctorat,geologie,88.26,oui,1
2598.0,2011-09-29,brun,33.0,11.0,46450.0,M,bac,geologie,61.22,non,0
2599.0,2010-06-13,chatain,17.0,9.0,37193.0,F,doctorat,forage,77.67,oui,0
2600.0,2012-03-21,chatain,44.0,10.0,37503.0,M,master,forage,67.02,oui,0
2601.0,2012-01-14,blond,34.0,7.0,36662.0,M,licence,geologie,79.32,non,0
2602.0,2010-01-20,brun,26.0,8.0,28771.0,F,master,forage,97.25,non,0
2603.0,2010-01-20,chatain,53.0,14.0,33328.0,F,master,geologie,78.94,non,0
2604.0,2010-12-29,brun,22.0,8.0,37563.0,F,bac,geologie,69.46,non,0
2605.0,2011-01-30,roux,36.0,13.0,30705.0,F,licence,geologie,75.33,non,0
2606.0,2012-10-11,brun,36.0,10.0,32377.0,M,master,geologie,88.16,non,0
2607.0,2010-09-27,blond,22.0,12.0,34507.0,M,licence,geologie,76.54,non,0
2608.0,2014-07-05,chatain,35.0,11.0,36640.0,F,master,detective,68.6,oui,0
2609.0,2014-12-08,roux,29.0,11.0,39946.0,M,licence,geologie,67.88,oui,0
2610.0,2013-11-04,roux,30.0,9.0,35265.0,M,bac,detective,48.71,non,0
2611.0,2011-04-04,blond,28.0,5.0,37202.0,M,licence,geologie,71.38,oui,0
2612.0,2013-03-01,brun,19.0,9.0,32158.0,M,master,geologie,84.29,oui,0
2613.0,2013-04-10,blond,14.0,8.0,35516.0,M,master,geologie,67.92,oui,0
2614.0,2014-09-06,brun,53.0,7.0,29372.0,F,licence,geologie,64.17,non,1
2615.0,2012-07-15,blond,40.0,9.0,40952.0,M,licence,detective,56.19,non,0
2616.0,2012-05-24,blond,21.0,7.0,34539.0,M,licence,detective,52.68,oui,0
2617.0,2011-03-09,brun,45.0,9.0,37422.0,M,licence,geologie,67.26,non,0
2618.0,2013-05-24,blond,43.0,5.0,33579.0,F,licence,detective,73.13,non,0
2619.0,2012-09-30,roux,27.0,9.0,23171.0,M,doctorat,forage,98.99,oui,0
2620.0,2013-04-12,blond,34.0,3.0,31331.0,M,master,forage,97.2,oui,0
2621.0,2012-04-23,blond,23.0,8.0,41093.0,F,licence,forage,89.11,oui,1
2622.0,2012-04-10,blond,44.0,11.0,40449.0,M,licence,archeologie,63.29,oui,0
2623.0,2013-11-18,brun,32.0,10.0,39392.0,M,master,geologie,81.46,oui,0
2624.0,2011-11-14,blond,37.0,14.0,42278.0,M,bac,forage,44.16,non,0
2625.0,,brun,30.0,12.0,38768.0,M,licence,geologie,63.69,non,0
2626.0,2011-08-16,blond,16.0,10.0,25072.0,F,licence,geologie,88.36,non,0
2627.0,2011-02-17,roux,19.0,11.0,39165.0,M,licence,geologie,83.16,oui,0
2628.0,2011-02-15,chatain,24.0,8.0,44656.0,F,doctorat,forage,81.02,oui,0
2629.0,2013-02-20,blond,20.0,12.0,30592.0,M,licence,geologie,70.9,non,0
2630.0,2012-05-10,blond,35.0,12.0,38496.0,M,bac,detective,57.97,non,0
2631.0,2011-07-27,brun,38.0,6.0,38394.0,M,master,forage,61.63,oui,0
2632.0,2010-11-29,chatain,36.0,8.0,35756.0,F,master,detective,72.01,non,0
2633.0,2014-07-28,blond,33.0,6.0,34587.0,M,master,geologie,72.45,oui,0
2634.0,2011-12-24,brun,33.0,6.0,32544.0,F,master,archeologie,76.92,oui,0
2635.0,2012-07-22,chatain,32.0,14.0,40662.0,M,master,forage,89.5,oui,0
2636.0,2014-10-04,blond,51.0,7.0,37305.0,M,licence,geologie,65.2,non,0
2637.0,2014-11-28,brun,27.0,10.0,32565.0,F,master,detective,80.67,oui,0
2638.0,2013-12-02,brun,41.0,7.0,41378.0,M,licence,geologie,62.38,oui,0
2639.0,2013-08-22,chatain,24.0,14.0,37074.0,F,master,detective,87.86,non,0
2640.0,2012-12-22,blond,39.0,3.0,35932.0,M,licence,forage,84.02,oui,0
2641.0,2011-03-03,brun,34.0,8.0,37337.0,M,licence,geologie,70.29,non,0
2642.0,2013-09-06,blond,41.0,13.0,34836.0,M,master,geologie,81.89,oui,1
2643.0,2012-07-08,chatain,31.0,12.0,27080.0,F,doctorat,forage,84.47,oui,0
2644.0,2013-07-19,brun,26.0,13.0,35527.0,M,master,detective,80.93,oui,0
2645.0,2010-11-23,chatain,27.0,15.0,38858.0,M,master,detective,74.85,oui,0
2646.0,2010-07-09,roux,32.0,5.0,43499.0,M,bac,forage,49.55,non,0
2647.0,2013-09-05,roux,23.0,6.0,45518.0,M,bac,archeologie,60.17,oui,1
2648.0,2010-09-02,roux,35.0,11.0,34090.0,M,licence,geologie,74.94,non,0
2649.0,2012-04-12,brun,33.0,9.0,36040.0,F,licence,geologie,77.27,non,0
2650.0,2010-06-27,blond,35.0,3.0,37810.0,M,licence,archeologie,66.86,oui,0
2651.0,2011-08-26,blond,38.0,12.0,40249.0,M,licence,detective,85.03,oui,0
2652.0,2014-12-16,roux,31.0,11.0,34399.0,M,bac,geologie,59.69,non,0
2653.0,2013-06-04,chatain,41.0,9.0,42215.0,F,master,archeologie,68.6,oui,0
2654.0,2014-06-20,chatain,28.0,6.0,31102.0,F,licence,detective,58.63,non,1
2655.0,2012-01-19,chatain,40.0,17.0,28816.0,F,master,geologie,88.09,non,0
2656.0,2014-08-24,blond,30.0,10.0,30487.0,M,licence,geologie,98.45,non,0
2657.0,2014-03-28,roux,18.0,9.0,32767.0,M,licence,forage,53.85,non,0
2658.0,2014-03-05,blond,46.0,9.0,40279.0,M,bac,geologie,53.12,non,0
2659.0,2013-08-22,chatain,22.0,12.0,41785.0,F,licence,detective,50.36,non,0
2660.0,2011-02-08,brun,37.0,9.0,40724.0,M,licence,forage,64.72,non,0
2661.0,2014-01-07,brun,34.0,13.0,36149.0,M,doctorat,forage,90.84,oui,0
2662.0,2013-10-11,chatain,34.0,9.0,42944.0,F,licence,detective,81.3,oui,0
2663.0,2013-03-15,chatain,37.0,9.0,36410.0,F,licence,geologie,61.93,non,0
2664.0,2011-10-23,blond,29.0,6.0,31657.0,M,master,geologie,94.55,oui,1
2665.0,2012-12-09,chatain,35.0,5.0,38410.0,F,master,forage,80.56,oui,0
2666.0,2013-05-10,blond,33.0,10.0,28263.0,M,licence,geologie,47.65,non,0
2667.0,2010-02-28,chatain,33.0,10.0,31975.0,F,doctorat,archeologie,83.69,oui,0
2668.0,2014-07-14,roux,42.0,10.0,23118.0,M,licence,geologie,81.94,non,0
2669.0,2011-06-12,chatain,44.0,12.0,36455.0,F,licence,detective,50.31,non,1
2670.0,2011-09-01,blond,33.0,10.0,32860.0,F,licence,geologie,91.82,non,0
2671.0,2013-07-03,chatain,33.0,11.0,29883.0,F,doctorat,forage,82.13,oui,0
2672.0,2012-09-30,blond,37.0,10.0,35106.0,M,licence,geologie,87.3,non,0
2673.0,2014-03-01,chatain,31.0,13.0,32699.0,M,doctorat,geologie,82.0,oui,0
2674.0,2010-10-24,chatain,41.0,9.0,29748.0,M,doctorat,forage,73.06,oui,0
2675.0,2014-05-30,brun,18.0,13.0,31199.0,F,master,geologie,91.53,non,0
2676.0,2014-05-15,blond,35.0,8.0,31149.0,F,bac,geologie,78.59,non,0
2677.0,2013-06-21,blond,22.0,12.0,37920.0,F,bac,geologie,83.25,non,0
2678.0,2010-12-31,chatain,32.0,11.0,33408.0,M,doctorat,geologie,54.4,non,0
2679.0,2014-06-06,chatain,27.0,12.0,35292.0,F,master,archeologie,77.52,oui,0
2680.0,2012-09-26,brun,15.0,11.0,31705.0,M,master,forage,90.23,oui,0
2681.0,2013-10-19,blond,39.0,9.0,38234.0,M,licence,forage,89.3,oui,0
2682.0,2010-06-22,roux,34.0,6.0,37159.0,M,bac,geologie,38.04,non,0
2683.0,2010-09-04,brun,34.0,12.0,36873.0,M,doctorat,forage,93.68,oui,0
2684.0,2012-09-20,blond,46.0,8.0,32981.0,M,bac,geologie,55.25,non,0
2685.0,2012-01-24,brun,39.0,10.0,36354.0,F,licence,detective,74.9,oui,0
2686.0,2010-01-22,blond,42.0,8.0,36518.0,M,master,detective,78.13,oui,0
2687.0,2010-01-27,brun,31.0,10.0,37461.0,F,licence,geologie,73.82,non,0
2688.0,2012-06-16,blond,40.0,16.0,29051.0,M,master,forage,66.374,oui,0
2689.0,2010-02-07,chatain,49.0,9.0,36372.0,F,master,detective,78.94,oui,0
2690.0,2011-06-29,chatain,35.0,10.0,35095.0,M,master,geologie,70.84,non,0
2691.0,2010-11-07,blond,14.0,13.0,34488.0,F,licence,forage,64.56,non,0
2692.0,2012-05-22,blond,30.0,6.0,33435.0,M,master,geologie,70.03,oui,0
2693.0,2010-11-26,blond,32.0,7.0,37566.0,F,licence,archeologie,69.26,non,0
2694.0,2012-01-26,brun,43.0,12.0,30875.0,M,doctorat,archeologie,83.75,oui,0
2695.0,2013-07-11,blond,53.0,15.0,23450.0,F,master,forage,96.66,non,0
2696.0,2013-10-06,brun,48.0,16.0,32684.0,F,licence,geologie,69.33,non,1
2697.0,2014-11-04,roux,32.0,11.0,34454.0,M,licence,geologie,61.71,non,0
2698.0,2014-05-02,brun,39.0,12.0,26101.0,M,master,geologie,85.52,non,0
2699.0,2013-04-27,brun,32.0,9.0,29194.0,F,master,geologie,79.86,non,0
2700.0,2010-08-27,brun,42.0,4.0,32345.0,M,licence,geologie,70.85,non,0
2701.0,2010-09-13,blond,41.0,7.0,34132.0,M,licence,detective,70.57,non,0
2702.0,2011-12-11,brun,37.0,10.0,32759.2,F,master,detective,76.57,non,0
2703.0,2011-01-01,chatain,26.0,12.0,34858.0,M,master,geologie,75.02,non,0
2704.0,2013-09-01,brun,40.0,9.0,29260.0,F,doctorat,geologie,92.22,non,0
2705.0,2010-04-04,blond,37.0,14.0,35419.0,M,licence,detective,80.67,oui,0
2706.0,2014-05-20,blond,15.0,11.0,36427.0,M,bac,detective,91.16,non,1
2707.0,2012-06-20,chatain,35.0,10.0,34094.0,F,doctorat,geologie,91.66,oui,0
2708.0,2013-05-29,brun,47.0,13.0,45138.0,M,licence,geologie,52.47,oui,0
2709.0,2014-01-25,brun,45.0,10.0,40113.0,F,licence,geologie,78.54,non,0
2710.0,2012-07-24,brun,32.0,10.0,23415.0,M,doctorat,geologie,82.87,non,0
2711.0,2012-07-12,chatain,48.0,7.0,33044.0,F,licence,geologie,53.54,non,0
2712.0,2011-08-22,brun,57.0,13.0,27442.0,F,master,detective,75.09,non,0
2713.0,2011-05-03,blond,20.0,11.0,33464.0,M,licence,geologie,89.07,non,0
2714.0,2012-05-22,chatain,14.0,11.0,27143.0,F,doctorat,geologie,71.62,oui,0
2715.0,2010-03-17,brun,21.0,8.0,37033.0,M,licence,geologie,53.78,non,0
2716.0,2014-05-02,brun,35.0,10.0,32465.0,M,master,geologie,98.69,oui,0
2717.0,2014-07-29,brun,22.0,7.0,31274.0,M,master,detective,80.35,non,1
2718.0,2010-01-29,blond,30.0,15.0,38358.0,M,master,geologie,98.6,oui,0
2719.0,2013-01-04,blond,49.0,15.0,31282.0,M,master,detective,83.64,oui,0
2720.0,2010-06-14,roux,30.0,15.0,27235.0,F,bac,geologie,93.77,non,0
2721.0,2013-08-06,roux,28.0,8.0,36564.0,F,bac,forage,56.17,non,0
2722.0,2013-04-11,chatain,37.0,10.0,33191.0,F,doctorat,forage,94.63,oui,0
2723.0,2011-02-08,blond,33.0,15.0,32285.0,M,licence,geologie,55.14,non,0
2724.0,2013-01-13,blond,25.0,14.0,24557.0,M,master,geologie,90.64,non,0
2725.0,2011-02-24,blond,28.0,8.0,31469.0,M,doctorat,detective,98.87,oui,0
2726.0,2013-01-29,roux,27.0,12.0,24783.0,F,licence,detective,98.85,non,0
2727.0,2012-08-10,chatain,35.0,8.0,30871.0,M,doctorat,geologie,97.48,oui,0
2728.0,2010-08-21,blond,27.0,9.0,29280.0,M,master,geologie,50.38,oui,0
2729.0,2013-06-01,blond,27.0,10.0,31634.0,M,master,geologie,79.78,oui,0
2730.0,2011-10-26,brun,35.0,10.0,36788.0,M,master,detective,79.63,oui,0
2731.0,2014-02-12,chatain,27.0,9.4,36323.0,M,doctorat,forage,99.43,oui,0
2732.0,2013-11-07,chatain,31.0,14.0,30261.0,F,master,detective,72.38,non,0
2733.0,2010-07-28,chatain,31.0,13.0,23549.0,M,doctorat,geologie,86.58,non,0
2734.0,2012-02-21,chatain,28.0,10.0,41445.0,M,licence,forage,67.93,oui,0
2735.0,2013-03-04,blond,48.0,12.0,35868.0,M,master,geologie,72.77,non,1
2736.0,2010-09-26,chatain,38.0,5.0,25141.0,M,master,geologie,59.77,non,1
2737.0,2011-06-04,chatain,36.0,11.0,29008.0,M,master,geologie,92.86,non,0
2738.0,2010-02-20,brun,15.0,9.0,38538.0,M,licence,geologie,58.87,non,0
2739.0,2013-01-21,brun,33.0,6.0,39414.0,M,master,detective,68.73,oui,0
2740.0,2010-03-01,chatain,48.0,10.0,36209.0,F,master,archeologie,75.45,oui,0
2741.0,2012-04-06,blond,41.0,10.0,25306.0,F,licence,geologie,81.1,non,0
2742.0,2014-04-21,chatain,43.0,14.0,38434.0,F,bac,forage,47.37,non,0
2743.0,2011-03-28,chatain,40.0,14.0,33550.0,M,doctorat,forage,79.61,oui,0
2744.0,,chatain,40.0,9.0,40865.0,M,master,forage,51.42,oui,0
2745.0,2014-04-24,blond,42.0,13.0,26609.0,F,licence,geologie,79.66,non,0
2746.0,2013-04-24,brun,40.0,9.0,39457.0,F,bac,detective,55.11,non,0
2747.0,2014-05-01,chatain,42.0,14.0,29057.0,F,doctorat,archeologie,98.82,oui,0
2748.0,,brun,45.0,8.0,37940.0,M,master,geologie,80.81,oui,0
2749.0,,blond,30.0,12.0,36617.0,M,licence,forage,59.4,non,0
2750.0,2010-09-05,chatain,42.0,12.0,47445.0,M,master,forage,70.61,oui,0
2751.0,2011-10-11,chatain,41.0,11.0,30027.0,M,master,geologie,91.76,non,0
2752.0,2013-06-18,brun,40.0,9.0,40875.0,M,licence,detective,60.71,oui,0
2753.0,2011-08-29,chatain,26.0,9.0,36506.0,F,master,geologie,70.67,non,0
2754.0,2010-04-07,roux,17.0,8.0,37475.0,M,licence,geologie,90.65,oui,1
2755.0,2013-12-31,chatain,35.0,8.0,37407.0,F,master,detective,78.23,non,0
2756.0,2012-11-29,brun,27.0,7.0,29950.0,F,licence,forage,67.64,non,1
2757.0,2013-01-18,chatain,35.0,8.0,36579.0,M,master,detective,63.56,oui,1
