index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche,annee,mois,trimestre,jour_semaine,semaine_annee,exp_age_ratio,salaire_par_exp,ecart_exp_max,categorie_age,niveau_experience,tranche_salaire,niveau_note,diplome_num,diplome_x_exp,diplome_x_note,exp_x_note,score_composite,exp_elevee_pour_age,salaire_eleve,note_elevee,diplome_eleve,est_senior,profil_atypique
3247,2013-12-05,chatain,18.0,9.0,38720.0,M,doctorat,forage,80.81,oui,0,2013,12,4,3,49,0.0,3872.0,-9.0,Jeune,Experimente,Eleve,Bon,4,36.0,323.24,727.29,57.081,0,1,1,1,0,0
3248,2013-09-11,chatain,40.0,16.0,36370.0,M,licence,geologie,50.63,non,0,2013,9,3,2,37,0.7272727272727273,2139.4117647058824,6.0,Confirme,Expert,Eleve,Moyen,2,32.0,101.26,810.08,41.063,1,1,0,0,0,0
3249,2012-07-18,roux,33.0,9.0,38014.0,F,bac,forage,73.2,non,0,2012,7,3,2,29,0.6,3801.4,6.0,Junior,Experimente,Eleve,Bon,1,9.0,73.2,658.8000000000001,26.32,1,1,0,0,0,0
3250,2013-09-07,chatain,25.0,11.0,36782.0,F,master,archeologie,74.53,oui,0,2013,9,3,5,36,1.5714285714285714,3065.1666666666665,-4.0,Jeune,Expert,Eleve,Bon,3,33.0,223.59,819.83,48.453,1,1,1,1,0,0
3251,2014-01-08,brun,21.0,5.0,29071.0,F,master,detective,78.36,oui,0,2014,1,1,2,2,1.6666666666666667,4845.166666666667,-2.0,Jeune,Intermediaire,Bas,Bon,3,15.0,235.07999999999998,391.8,42.836,1,0,1,1,0,0
3252,2012-06-10,chatain,45.0,17.0,33748.0,F,master,archeologie,77.52,non,0,2012,6,2,6,23,0.6296296296296297,1874.888888888889,10.0,Confirme,Expert,Moyen,Bon,3,51.0,232.56,1317.84,54.752,1,0,1,1,1,0
3253,2010-06-11,brun,54.0,9.0,33618.0,F,licence,detective,81.56,non,0,2010,6,2,4,23,0.25,3361.8,27.0,Senior,Experimente,Moyen,Bon,2,18.0,163.12,734.04,37.156,0,0,1,0,0,0
3254,2012-02-03,brun,39.0,14.0,35294.0,M,master,geologie,66.88,non,1,2012,2,1,4,5,0.6666666666666666,2352.9333333333334,7.0,Confirme,Expert,Eleve,Moyen,3,42.0,200.64,936.3199999999999,50.688,1,1,0,1,0,0
3255,2013-09-19,chatain,28.0,8.0,37418.0,F,master,detective,94.66,oui,0,2013,9,3,3,38,0.8,4157.555555555556,2.0,Junior,Experimente,Eleve,Excellent,3,24.0,283.98,757.28,47.466,1,1,1,1,0,0
3256,2014-06-14,blond,45.0,9.0,38598.0,F,licence,forage,84.73,oui,1,2014,6,2,5,24,0.3333333333333333,3859.8,18.0,Confirme,Experimente,Eleve,Bon,2,18.0,169.46,762.57,37.473,0,1,1,0,0,0
3257,2013-04-02,brun,32.0,3.0,41066.0,F,bac,geologie,67.67,non,0,2013,4,2,1,14,0.21428571428571427,10266.5,11.0,Junior,Intermediaire,Tres_eleve,Moyen,1,3.0,67.67,203.01,19.767,0,1,0,0,0,0
3258,2012-06-07,brun,43.0,14.0,29218.0,F,master,detective,90.17,oui,0,2012,6,2,3,23,0.56,1947.8666666666666,11.0,Confirme,Expert,Bas,Excellent,3,42.0,270.51,1262.38,53.016999999999996,1,0,1,1,1,0
3259,2013-08-31,brun,35.0,9.0,36416.0,M,master,geologie,70.94,oui,0,2013,8,3,5,35,0.5294117647058824,3641.6,8.0,Junior,Experimente,Eleve,Bon,3,27.0,212.82,638.46,46.094,1,1,0,1,0,0
3260,2011-09-23,blond,48.0,14.0,31959.0,M,master,forage,80.12,oui,0,2011,9,3,4,38,0.4666666666666667,2130.6,16.0,Senior,Expert,Moyen,Bon,3,42.0,240.36,1121.68,52.012,0,0,1,1,1,0
3261,2014-06-15,roux,19.0,10.0,29411.0,M,bac,geologie,46.53,non,0,2014,6,2,6,24,10.0,2673.7272727272725,-9.0,Jeune,Experimente,Bas,Faible,1,10.0,46.53,465.3,24.653,1,0,0,0,0,0
3262,2010-03-04,brun,30.0,10.0,34378.0,F,licence,forage,68.4,non,0,2010,3,1,3,9,0.8333333333333334,3125.2727272727275,2.0,Junior,Experimente,Moyen,Moyen,2,20.0,136.8,684.0,36.84,1,0,0,0,0,0
3263,2014-09-05,chatain,54.0,11.0,31556.0,F,master,geologie,52.15,non,1,2014,9,3,4,36,0.3055555555555556,2629.6666666666665,25.0,Senior,Expert,Moyen,Moyen,3,33.0,156.45,573.65,46.215,0,0,0,1,1,0
3264,2012-03-10,blond,53.0,11.0,33049.0,M,master,detective,93.21,oui,0,2012,3,1,5,10,0.3142857142857143,2754.0833333333335,24.0,Senior,Expert,Moyen,Excellent,3,33.0,279.63,1025.31,50.321,0,0,1,1,1,0
3265,2012-01-30,brun,39.0,7.0,30298.0,M,master,geologie,70.02,non,0,2012,1,1,0,5,0.3333333333333333,3787.25,14.0,Confirme,Experimente,Moyen,Bon,3,21.0,210.06,490.14,44.002,0,0,0,1,0,0
3266,2010-12-10,brun,35.0,7.0,36947.0,M,licence,geologie,77.85,non,0,2010,12,4,4,49,0.4117647058823529,4618.375,10.0,Junior,Experimente,Eleve,Bon,2,14.0,155.7,544.9499999999999,34.785,0,1,1,0,0,0
3267,2014-07-26,brun,23.0,15.0,33824.0,F,licence,geologie,73.77,non,0,2014,7,3,5,30,3.0,2114.0,-10.0,Jeune,Expert,Moyen,Bon,2,30.0,147.54,1106.55,42.377,1,0,0,0,0,0
3268,2012-10-12,brun,41.0,9.0,36719.0,M,master,geologie,76.99,oui,0,2012,10,4,4,41,0.391304347826087,3671.9,14.0,Confirme,Experimente,Eleve,Bon,3,27.0,230.96999999999997,692.91,46.699,0,1,1,1,0,0
3269,2014-09-13,blond,38.0,8.0,35683.0,F,bac,archeologie,75.68,non,1,2014,9,3,5,37,0.4,3964.777777777778,12.0,Confirme,Experimente,Eleve,Bon,1,8.0,75.68,605.44,25.568,0,1,1,0,0,0
3270,2014-08-02,chatain,41.0,9.0,35148.0,F,master,geologie,68.19,non,0,2014,8,3,5,31,0.391304347826087,3514.8,14.0,Confirme,Experimente,Eleve,Moyen,3,27.0,204.57,613.71,45.819,0,1,0,1,0,0
3271,2013-05-28,blond,26.0,8.0,43786.0,M,master,geologie,81.56,oui,1,2013,5,2,1,22,1.0,4865.111111111111,0.0,Junior,Experimente,Tres_eleve,Bon,3,24.0,244.68,652.48,46.156,1,1,1,1,0,0
3272,2013-08-04,roux,32.0,11.0,28334.0,M,licence,forage,93.11,non,0,2013,8,3,6,31,0.7857142857142857,2361.1666666666665,3.0,Junior,Expert,Bas,Excellent,2,22.0,186.22,1024.21,40.311,1,0,1,0,0,0
3273,2010-12-31,chatain,31.0,9.0,42223.0,F,licence,forage,58.27,oui,1,2010,12,4,4,52,0.6923076923076923,4222.3,4.0,Junior,Experimente,Tres_eleve,Moyen,2,18.0,116.54,524.4300000000001,34.827,1,1,0,0,0,0
3274,2010-11-29,roux,38.0,11.0,39731.0,M,licence,forage,96.28,oui,1,2010,11,4,0,48,0.55,3310.9166666666665,9.0,Confirme,Expert,Eleve,Excellent,2,22.0,192.56,1059.08,40.628,1,1,1,0,0,0
3275,2011-05-12,blond,43.0,11.0,34984.0,F,bac,geologie,63.36,non,0,2011,5,2,3,19,0.44,2915.3333333333335,14.0,Confirme,Expert,Moyen,Moyen,1,11.0,63.36,696.96,27.336,0,1,0,0,1,0
3276,2012-01-23,chatain,25.0,4.0,39361.0,F,licence,detective,60.5,non,0,2012,1,1,0,4,0.5714285714285714,7872.2,3.0,Jeune,Intermediaire,Eleve,Moyen,2,8.0,121.0,242.0,30.05,1,1,0,0,0,0
3277,2011-12-20,brun,26.0,16.0,41785.0,F,licence,archeologie,95.31,oui,0,2011,12,4,1,51,2.0,2457.9411764705883,-8.0,Junior,Expert,Tres_eleve,Excellent,2,32.0,190.62,1524.96,45.531,1,1,1,0,0,0
3278,2011-03-18,blond,29.0,11.0,26816.0,M,master,geologie,96.29,oui,0,2011,3,1,4,11,1.0,2234.6666666666665,0.0,Junior,Expert,Bas,Excellent,3,33.0,288.87,1059.19,50.629000000000005,1,0,1,1,0,0
3279,2011-07-08,blond,27.0,13.0,40457.0,M,master,detective,73.23,oui,0,2011,7,3,4,27,1.4444444444444444,2889.785714285714,-4.0,Junior,Expert,Tres_eleve,Bon,3,39.0,219.69,951.99,50.323,1,1,0,1,0,0
3280,2010-09-28,chatain,54.0,9.0,34979.0,F,licence,archeologie,67.23,non,1,2010,9,3,1,39,0.25,3497.9,27.0,Senior,Experimente,Moyen,Moyen,2,18.0,134.46,605.07,35.723,0,0,0,0,0,0
3281,2010-10-20,blond,24.0,10.0,35858.0,M,licence,detective,66.49,oui,0,2010,10,4,2,42,1.6666666666666667,3259.818181818182,-4.0,Jeune,Experimente,Eleve,Moyen,2,20.0,132.98,664.9,36.649,1,1,0,0,0,0
3282,2010-06-08,blond,38.0,8.0,35246.0,M,licence,detective,56.38,non,0,2010,6,2,1,23,0.4,3916.222222222222,12.0,Confirme,Experimente,Eleve,Moyen,2,16.0,112.76,451.04,33.638,0,1,0,0,0,0
3283,2011-09-17,brun,30.0,10.0,38783.0,M,licence,geologie,68.51,non,0,2011,9,3,5,37,0.8333333333333334,3525.7272727272725,2.0,Junior,Experimente,Eleve,Moyen,2,20.0,137.02,685.1,36.851,1,1,0,0,0,0
3284,2013-02-03,blond,42.0,6.0,34041.0,M,licence,geologie,59.95,non,0,2013,2,1,6,5,0.25,4863.0,18.0,Confirme,Experimente,Moyen,Moyen,2,12.0,119.9,359.70000000000005,31.995,0,0,0,0,0,0
3285,2013-07-28,roux,37.0,7.0,39308.0,M,licence,geologie,60.69,oui,0,2013,7,3,6,30,0.3684210526315789,4913.5,12.0,Confirme,Experimente,Eleve,Moyen,2,14.0,121.38,424.83,33.069,0,1,0,0,0,0
3286,2013-06-03,blond,34.0,7.0,26654.0,F,master,geologie,74.52,non,0,2013,6,2,0,23,0.4375,3331.75,9.0,Junior,Experimente,Bas,Bon,3,21.0,223.56,521.64,44.452,0,0,1,1,0,0
3287,2013-10-01,chatain,36.0,8.0,35310.0,M,master,geologie,53.18,non,0,2013,10,4,1,40,0.4444444444444444,3923.3333333333335,10.0,Confirme,Experimente,Eleve,Moyen,3,24.0,159.54,425.44,43.318,0,1,0,1,0,0
3288,2014-10-06,chatain,31.0,11.0,36339.0,M,licence,geologie,56.31,non,0,2014,10,4,0,41,0.8461538461538461,3028.25,2.0,Junior,Expert,Eleve,Moyen,2,22.0,112.62,619.4100000000001,36.631,1,1,0,0,0,0
3289,2011-10-29,blond,33.0,10.0,30684.0,M,master,geologie,96.41,non,0,2011,10,4,5,43,0.6666666666666666,2789.4545454545455,5.0,Junior,Experimente,Moyen,Excellent,3,30.0,289.23,964.0999999999999,49.641,1,0,1,1,0,0
3290,2010-02-13,roux,43.0,11.0,33571.0,M,licence,forage,92.14,non,1,2010,2,1,5,6,0.44,2797.5833333333335,14.0,Confirme,Expert,Moyen,Excellent,2,22.0,184.28,1013.54,40.214,0,0,1,0,1,0
3291,2012-04-14,blond,42.0,11.0,32165.0,M,licence,geologie,65.88,non,0,2012,4,2,5,15,0.4583333333333333,2680.4166666666665,13.0,Confirme,Expert,Moyen,Moyen,2,22.0,131.76,724.68,37.588,0,0,0,0,1,0
3292,2012-03-30,brun,44.0,8.0,40746.0,M,licence,geologie,77.35,oui,0,2012,3,1,4,13,0.3076923076923077,4527.333333333333,18.0,Confirme,Experimente,Tres_eleve,Bon,2,16.0,154.7,618.8,35.735,0,1,1,0,0,0
3293,2010-08-02,chatain,26.0,9.0,27433.0,F,doctorat,detective,91.16,oui,0,2010,8,3,0,31,1.125,2743.3,-1.0,Junior,Experimente,Bas,Excellent,4,36.0,364.64,820.4399999999999,58.116,1,0,1,1,0,1
3294,2014-02-01,blond,35.0,11.0,38258.0,M,master,forage,76.66,oui,1,2014,2,1,5,5,0.6470588235294118,3188.1666666666665,6.0,Junior,Expert,Eleve,Bon,3,33.0,229.98,843.26,48.666,1,1,1,1,0,0
3295,2010-06-20,brun,44.0,11.0,34529.0,F,master,forage,69.9,non,0,2010,6,2,6,24,0.4230769230769231,2877.4166666666665,15.0,Confirme,Expert,Moyen,Moyen,3,33.0,209.70000000000002,768.9000000000001,47.99,0,0,0,1,1,0
3296,2013-12-23,blond,28.0,7.0,37388.0,M,master,detective,72.09,oui,0,2013,12,4,0,52,0.7,4673.5,3.0,Junior,Experimente,Eleve,Bon,3,21.0,216.27,504.63,44.209,1,1,0,1,0,0
3297,2011-01-26,chatain,31.0,10.0,35061.0,F,doctorat,detective,69.77,oui,0,2011,1,1,2,4,0.7692307692307693,3187.3636363636365,3.0,Junior,Experimente,Eleve,Moyen,4,40.0,279.08,697.6999999999999,56.977,1,1,0,1,0,0
3298,2012-05-11,blond,43.0,12.0,42532.0,M,licence,forage,63.75,oui,0,2012,5,2,4,19,0.48,3271.6923076923076,13.0,Confirme,Expert,Tres_eleve,Moyen,2,24.0,127.5,765.0,38.375,0,1,0,0,1,0
3299,2013-03-02,chatain,32.0,11.0,31653.0,F,master,forage,60.65,non,1,2013,3,1,5,9,0.7857142857142857,2637.75,3.0,Junior,Expert,Moyen,Moyen,3,33.0,181.95,667.15,47.065,1,0,0,1,0,0
3300,2010-11-13,brun,47.0,13.0,30660.0,F,master,detective,83.85,non,0,2010,11,4,5,45,0.4482758620689655,2190.0,16.0,Senior,Expert,Moyen,Bon,3,39.0,251.54999999999998,1090.05,51.385,0,0,1,1,1,0
3301,2013-12-14,roux,37.0,10.0,35279.0,M,bac,forage,64.97,non,0,2013,12,4,5,50,0.5263157894736842,3207.181818181818,9.0,Confirme,Experimente,Eleve,Moyen,1,10.0,64.97,649.7,26.497,0,1,0,0,0,0
3302,2010-03-12,blond,32.0,16.0,31653.0,F,master,detective,82.24,oui,0,2010,3,1,4,10,1.1428571428571428,1861.9411764705883,-2.0,Junior,Expert,Moyen,Bon,3,48.0,246.71999999999997,1315.84,54.224000000000004,1,0,1,1,0,0
3303,2012-11-10,chatain,44.0,10.0,34525.0,M,doctorat,geologie,73.93,oui,0,2012,11,4,5,45,0.38461538461538464,3138.6363636363635,16.0,Confirme,Experimente,Moyen,Bon,4,40.0,295.72,739.3000000000001,57.393,0,0,0,1,0,0
3304,2013-05-18,chatain,32.0,9.0,38213.0,M,doctorat,detective,72.6,oui,0,2013,5,2,5,20,0.6428571428571429,3821.3,5.0,Junior,Experimente,Eleve,Bon,4,36.0,290.4,653.4,56.26,1,1,0,1,0,0
3305,2014-08-24,brun,45.0,11.0,37460.0,M,licence,geologie,51.21,non,0,2014,8,3,6,34,0.4074074074074074,3121.6666666666665,16.0,Confirme,Expert,Eleve,Moyen,2,22.0,102.42,563.3100000000001,36.121,0,1,0,0,1,0
3306,2011-07-24,chatain,43.0,6.0,32957.0,F,master,geologie,82.37,non,0,2011,7,3,6,29,0.24,4708.142857142857,19.0,Confirme,Experimente,Moyen,Bon,3,18.0,247.11,494.22,44.237,0,0,1,1,0,0
3307,2013-10-22,brun,27.0,10.0,36574.0,M,licence,geologie,37.85,non,0,2013,10,4,1,43,1.1111111111111112,3324.909090909091,-1.0,Junior,Experimente,Eleve,Faible,2,20.0,75.7,378.5,33.785,1,1,0,0,0,0
3308,2013-10-16,blond,27.0,11.0,39646.0,M,licence,geologie,62.98,non,0,2013,10,4,2,42,1.2222222222222223,3303.8333333333335,-2.0,Junior,Expert,Eleve,Moyen,2,22.0,125.96,692.78,37.298,1,1,0,0,0,0
3309,2010-06-24,blond,28.0,9.0,42075.0,F,bac,detective,66.88,non,0,2010,6,2,3,25,0.9,4207.5,1.0,Junior,Experimente,Tres_eleve,Moyen,1,9.0,66.88,601.92,25.688,1,1,0,0,0,0
3310,2011-05-27,blond,31.0,8.0,38445.0,M,bac,forage,43.45,non,0,2011,5,2,4,21,0.6153846153846154,4271.666666666667,5.0,Junior,Experimente,Eleve,Faible,1,8.0,43.45,347.6,22.345,1,1,0,0,0,0
3311,2011-03-17,blond,42.0,13.0,27123.0,M,master,geologie,75.86,non,0,2011,3,1,3,11,0.5416666666666666,1937.357142857143,11.0,Confirme,Expert,Bas,Bon,3,39.0,227.57999999999998,986.18,50.586,1,0,1,1,1,0
3312,2013-09-02,chatain,37.0,6.0,40964.0,M,master,geologie,84.34,oui,0,2013,9,3,0,36,0.3157894736842105,5852.0,13.0,Confirme,Experimente,Tres_eleve,Bon,3,18.0,253.02,506.04,44.434,0,1,1,1,0,0
3313,2012-09-19,blond,29.0,5.0,25713.0,M,doctorat,geologie,99.34,oui,0,2012,9,3,2,38,0.45454545454545453,4285.5,6.0,Junior,Intermediaire,Bas,Excellent,4,20.0,397.36,496.70000000000005,54.934,0,0,1,1,0,1
3314,2014-05-20,blond,21.0,4.0,29069.0,F,licence,geologie,88.11,non,0,2014,5,2,1,21,1.3333333333333333,5813.8,-1.0,Jeune,Intermediaire,Bas,Excellent,2,8.0,176.22,352.44,32.811,1,0,1,0,0,0
3315,2012-12-11,brun,24.0,13.0,40436.0,F,master,geologie,66.82,oui,1,2012,12,4,1,50,2.1666666666666665,2888.285714285714,-7.0,Jeune,Expert,Tres_eleve,Moyen,3,39.0,200.45999999999998,868.6599999999999,49.682,1,1,0,1,0,0
3316,2011-07-09,brun,20.0,8.0,41253.0,M,licence,geologie,51.25,non,0,2011,7,3,5,27,4.0,4583.666666666667,-6.0,Jeune,Experimente,Tres_eleve,Moyen,2,16.0,102.5,410.0,33.125,1,1,0,0,0,0
3317,2011-02-01,blond,57.0,10.0,40807.0,M,master,detective,59.91,oui,0,2011,2,1,1,5,0.2564102564102564,3709.7272727272725,29.0,Senior,Experimente,Tres_eleve,Moyen,3,30.0,179.73,599.0999999999999,45.991,0,1,0,1,0,0
3318,2014-02-22,blond,45.0,7.0,36248.0,M,licence,geologie,58.66,non,0,2014,2,1,5,8,0.25925925925925924,4531.0,20.0,Confirme,Experimente,Eleve,Moyen,2,14.0,117.32,410.62,32.866,0,1,0,0,0,0
3319,2010-07-07,blond,30.0,9.0,34397.0,M,master,detective,87.2,oui,0,2010,7,3,2,27,0.75,3439.7,3.0,Junior,Experimente,Moyen,Excellent,3,27.0,261.6,784.8000000000001,47.72,1,0,1,1,0,0
3320,2013-09-10,chatain,45.0,9.0,38264.0,F,licence,forage,59.93,non,0,2013,9,3,1,37,0.3333333333333333,3826.4,18.0,Confirme,Experimente,Eleve,Moyen,2,18.0,119.86,539.37,34.993,0,1,0,0,0,0
3321,2014-05-18,blond,45.0,12.0,35151.0,F,master,archeologie,73.39,oui,0,2014,5,2,6,20,0.4444444444444444,2703.923076923077,15.0,Confirme,Expert,Eleve,Bon,3,36.0,220.17000000000002,880.6800000000001,49.339,0,1,0,1,1,0
3322,2013-03-13,brun,35.0,10.0,34705.0,M,master,detective,77.9,oui,0,2013,3,1,2,11,0.5882352941176471,3155.0,7.0,Junior,Experimente,Moyen,Bon,3,30.0,233.70000000000002,779.0,47.79,1,0,1,1,0,0
3323,2012-11-02,chatain,45.0,14.0,34192.0,M,master,detective,76.49,oui,0,2012,11,4,4,44,0.5185185185185185,2279.4666666666667,13.0,Confirme,Expert,Moyen,Bon,3,42.0,229.46999999999997,1070.86,51.649,0,0,1,1,1,0
3324,2014-02-02,chatain,52.0,12.0,30612.0,F,doctorat,detective,86.98,oui,0,2014,2,1,6,5,0.35294117647058826,2354.769230769231,22.0,Senior,Expert,Moyen,Excellent,4,48.0,347.92,1043.76,60.698,0,0,1,1,1,0
3325,2011-09-09,chatain,44.0,8.0,32941.0,F,master,geologie,67.05,non,1,2011,9,3,4,36,0.3076923076923077,3660.1111111111113,18.0,Confirme,Experimente,Moyen,Moyen,3,24.0,201.14999999999998,536.4,44.705,0,0,0,1,0,0
3326,2011-03-28,chatain,42.0,13.0,36455.0,M,master,geologie,76.87,oui,0,2011,3,1,0,13,0.5416666666666666,2603.9285714285716,11.0,Confirme,Expert,Eleve,Bon,3,39.0,230.61,999.3100000000001,50.687,1,1,1,1,1,0
3327,2014-06-17,chatain,44.0,7.0,34611.0,F,master,geologie,68.04,non,0,2014,6,2,1,25,0.2692307692307692,4326.375,19.0,Confirme,Experimente,Moyen,Moyen,3,21.0,204.12,476.28000000000003,43.804,0,0,0,1,0,0
3328,2011-03-11,blond,43.0,7.0,36475.0,M,licence,forage,85.22,oui,0,2011,3,1,4,10,0.28,4559.375,18.0,Confirme,Experimente,Eleve,Excellent,2,14.0,170.44,596.54,35.522,0,1,1,0,0,0
3329,2013-12-09,brun,39.0,11.0,30918.0,M,master,geologie,63.73,non,1,2013,12,4,0,50,0.5238095238095238,2576.5,10.0,Confirme,Expert,Moyen,Moyen,3,33.0,191.19,701.03,47.373,0,0,0,1,0,0
3330,2010-04-29,chatain,36.0,10.0,43581.0,F,licence,archeologie,70.37,oui,0,2010,4,2,3,17,0.5555555555555556,3961.909090909091,8.0,Confirme,Experimente,Tres_eleve,Bon,2,20.0,140.74,703.7,37.037,1,1,0,0,0,0
3331,2010-05-04,brun,39.0,8.0,36319.0,F,master,forage,71.02,non,0,2010,5,2,1,18,0.38095238095238093,4035.4444444444443,13.0,Confirme,Experimente,Eleve,Bon,3,24.0,213.06,568.16,45.102,0,1,0,1,0,0
3332,2013-07-30,blond,35.0,11.0,35771.0,M,licence,detective,65.86,non,0,2013,7,3,1,31,0.6470588235294118,2980.9166666666665,6.0,Junior,Expert,Eleve,Moyen,2,22.0,131.72,724.46,37.586,1,1,0,0,0,0
3333,2013-10-26,roux,19.0,7.0,33337.0,F,bac,archeologie,79.58,non,0,2013,10,4,5,43,7.0,4167.125,-6.0,Jeune,Experimente,Moyen,Bon,1,7.0,79.58,557.06,24.958,1,0,1,0,0,0
3334,2014-08-17,roux,28.0,9.0,30950.0,M,master,geologie,99.0,oui,0,2014,8,3,6,33,0.9,3095.0,1.0,Junior,Experimente,Moyen,Excellent,3,27.0,297.0,891.0,48.9,1,0,1,1,0,0
3335,2010-01-01,brun,34.0,14.0,36232.0,M,licence,geologie,65.43,non,0,2010,1,1,4,53,0.875,2415.4666666666667,2.0,Junior,Expert,Eleve,Moyen,2,28.0,130.86,916.0200000000001,40.543,1,1,0,0,0,0
3336,2013-09-30,brun,35.0,13.0,28626.0,F,master,archeologie,65.17,oui,0,2013,9,3,0,40,0.7647058823529411,2044.7142857142858,4.0,Junior,Expert,Bas,Moyen,3,39.0,195.51,847.21,49.517,1,0,0,1,0,0
3337,2011-11-07,roux,25.0,7.0,32514.0,F,bac,geologie,86.0,non,0,2011,11,4,0,45,1.0,4064.25,0.0,Jeune,Experimente,Moyen,Excellent,1,7.0,86.0,602.0,25.6,1,0,1,0,0,0
3338,2012-04-04,blond,26.0,6.0,30567.0,M,master,geologie,64.98,non,0,2012,4,2,2,14,0.75,4366.714285714285,2.0,Junior,Experimente,Moyen,Moyen,3,18.0,194.94,389.88,42.498,1,0,0,1,0,0
3339,2010-12-28,roux,37.0,4.0,29719.0,M,licence,geologie,90.38,non,0,2010,12,4,1,52,0.21052631578947367,5943.8,15.0,Confirme,Intermediaire,Bas,Excellent,2,8.0,180.76,361.52,33.038,0,0,1,0,0,0
3340,2011-06-23,chatain,35.0,11.0,37986.0,F,licence,forage,61.65,non,0,2011,6,2,3,25,0.6470588235294118,3165.5,6.0,Junior,Expert,Eleve,Moyen,2,22.0,123.3,678.15,37.165,1,1,0,0,0,0
3341,2011-12-21,roux,35.0,9.0,31990.0,M,licence,geologie,66.18,non,0,2011,12,4,2,51,0.5294117647058824,3199.0,8.0,Junior,Experimente,Moyen,Moyen,2,18.0,132.36,595.6200000000001,35.618,1,0,0,0,0,0
3342,2012-03-29,brun,41.0,9.0,29193.0,M,master,forage,90.02,oui,0,2012,3,1,3,13,0.391304347826087,2919.3,14.0,Confirme,Experimente,Bas,Excellent,3,27.0,270.06,810.18,48.001999999999995,0,0,1,1,0,0
3343,2010-01-05,blond,34.0,12.0,43311.0,M,licence,geologie,44.64,non,0,2010,1,1,1,1,0.75,3331.6153846153848,4.0,Junior,Expert,Tres_eleve,Faible,2,24.0,89.28,535.6800000000001,36.464,1,1,0,0,0,0
3344,2011-07-01,chatain,39.0,10.0,26448.0,F,master,geologie,98.64,non,0,2011,7,3,4,26,0.47619047619047616,2404.3636363636365,11.0,Confirme,Experimente,Bas,Excellent,3,30.0,295.92,986.4,49.864000000000004,0,0,1,1,0,0
3345,2011-09-22,brun,37.0,11.0,34954.0,M,licence,geologie,60.63,non,0,2011,9,3,3,38,0.5789473684210527,2912.8333333333335,8.0,Confirme,Expert,Moyen,Moyen,2,22.0,121.26,666.9300000000001,37.063,1,0,0,0,0,0
3346,2010-01-31,chatain,35.0,8.0,31852.0,M,master,geologie,69.68,non,0,2010,1,1,6,4,0.47058823529411764,3539.1111111111113,9.0,Junior,Experimente,Moyen,Moyen,3,24.0,209.04000000000002,557.44,44.968,0,0,0,1,0,0
3347,2013-06-10,blond,52.0,7.0,32204.0,M,bac,geologie,71.61,non,0,2013,6,2,0,24,0.20588235294117646,4025.5,27.0,Senior,Experimente,Moyen,Bon,1,7.0,71.61,501.27,24.161,0,0,0,0,0,0
3348,2010-04-02,chatain,31.0,11.0,30945.0,F,doctorat,archeologie,90.36,oui,0,2010,4,2,4,13,0.8461538461538461,2578.75,2.0,Junior,Expert,Moyen,Excellent,4,44.0,361.44,993.96,60.036,1,0,1,1,0,0
3349,2014-02-24,brun,18.0,16.0,32472.0,F,master,forage,90.53,non,0,2014,2,1,0,9,0.0,1910.1176470588234,-16.0,Jeune,Expert,Moyen,Excellent,3,48.0,271.59000000000003,1448.48,55.053,0,0,1,1,0,0
3350,2010-07-11,chatain,31.0,9.0,39789.0,F,master,geologie,80.23,oui,0,2010,7,3,6,27,0.6923076923076923,3978.9,4.0,Junior,Experimente,Eleve,Bon,3,27.0,240.69,722.07,47.022999999999996,1,1,1,1,0,0
3351,2012-02-03,brun,36.0,8.0,35426.0,F,licence,forage,61.44,non,0,2012,2,1,4,5,0.4444444444444444,3936.222222222222,10.0,Confirme,Experimente,Eleve,Moyen,2,16.0,122.88,491.52,34.144,0,1,0,0,0,0
3352,2012-07-17,brun,30.0,3.0,36718.0,F,bac,forage,68.92,non,0,2012,7,3,1,29,0.25,9179.5,9.0,Junior,Intermediaire,Eleve,Moyen,1,3.0,68.92,206.76,19.892,0,1,0,0,0,0
3353,2012-09-16,blond,31.0,8.0,37454.0,M,master,geologie,85.79,oui,1,2012,9,3,6,37,0.6153846153846154,4161.555555555556,5.0,Junior,Experimente,Eleve,Excellent,3,24.0,257.37,686.32,46.579,1,1,1,1,0,0
3354,2014-09-15,blond,37.0,5.0,31887.0,F,licence,forage,88.43,non,0,2014,9,3,0,38,0.2631578947368421,5314.5,14.0,Confirme,Intermediaire,Moyen,Excellent,2,10.0,176.86,442.15000000000003,33.843,0,0,1,0,0,0
3355,2012-05-07,blond,55.0,11.0,39163.0,M,licence,geologie,53.58,oui,0,2012,5,2,0,19,0.2972972972972973,3263.5833333333335,26.0,Senior,Expert,Eleve,Moyen,2,22.0,107.16,589.38,36.358,0,1,0,0,1,0
3356,2013-12-25,chatain,43.0,9.0,31172.0,M,doctorat,geologie,97.53,non,0,2013,12,4,2,52,0.36,3117.2,16.0,Confirme,Experimente,Moyen,Excellent,4,36.0,390.12,877.77,58.753,0,0,1,1,0,0
3357,2013-05-07,blond,33.0,15.0,33675.0,M,licence,geologie,88.58,non,0,2013,5,2,1,19,1.0,2104.6875,0.0,Junior,Expert,Moyen,Excellent,2,30.0,177.16,1328.7,43.858000000000004,1,0,1,0,0,0
